instance,strategy,alpha,seed,max_time,initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time
50_r107_cap.json,first,0.1,42,120.0,238.22,292.47,0.009728670120239258,4,14,324.0,315.3,0.0007517337799072266
50_r107_cap.json,first,0.5,42,120.0,135.1,164.3,0.03678417205810547,8,16,306.0,283.4,0.0006251335144042969
50_r107_cap.json,first,1.0,42,120.0,6.199999999999989,8.300000000000011,0.004423379898071289,2,13,275.0,266.7,0.0006270408630371094
50_r108_cap.json,best,0.01,42,120.0,227.839,287.413,0.04566168785095215,7,12,290.0,258.7,0.0010607242584228516
50_r108_cap.json,best,0.1,42,120.0,208.39,250.81,0.03259778022766113,5,12,275.0,241.89999999999998,0.0005860328674316406
50_r108_cap.json,best,0.5,42,120.0,121.95,160.5,0.023570537567138672,4,11,253.0,185.0,0.000579833984375
50_r108_cap.json,best,1.0,42,120.0,13.900000000000006,68.0,0.027358531951904297,4,11,253.0,185.0,0.0005726814270019531
50_r108_cap.json,first,0.01,42,120.0,227.839,327.813,0.016895771026611328,7,14,331.0,318.7,0.0005810260772705078
50_r108_cap.json,first,0.1,42,120.0,208.39,281.68,0.01007390022277832,4,13,313.0,313.2,0.0005691051483154297
50_r108_cap.json,first,0.5,42,120.0,121.95,140.60000000000002,0.00854039192199707,3,12,251.0,220.79999999999998,0.0005774497985839844
50_r108_cap.json,first,1.0,42,120.0,13.900000000000006,83.0,0.02557659149169922,8,15,299.0,216.0,0.0007708072662353516
50_r109_cap.json,best,0.01,42,120.0,245.313,311.576,0.022751808166503906,3,14,316.0,442.4,0.0005948543548583984
50_r109_cap.json,best,0.1,42,120.0,212.13,277.17,0.021032094955444336,3,14,315.0,378.3,0.0006518363952636719
50_r109_cap.json,best,0.5,42,120.0,64.65,125.85,0.021820068359375,3,14,315.0,378.3,0.000614166259765625
50_r109_cap.json,best,1.0,42,120.0,-119.69999999999999,-55.30000000000001,0.02053523063659668,3,14,302.0,357.3,0.0005824565887451172
50_r109_cap.json,first,0.01,42,120.0,245.313,294.566,0.007413148880004883,3,14,299.0,443.4,0.0005958080291748047
50_r109_cap.json,first,0.1,42,120.0,212.13,318.15,0.02019214630126953,5,16,356.0,378.5,0.0006031990051269531
50_r109_cap.json,first,0.5,42,120.0,64.65,166.75,0.021298646926879883,5,16,356.0,378.5,0.0004379749298095703
50_r109_cap.json,first,1.0,42,120.0,-119.69999999999999,-22.5,0.021848440170288086,5,16,356.0,378.5,0.0009450912475585938
50_r110_cap.json,best,0.01,42,120.0,316.386,351.905,0.03525233268737793,3,18,357.0,509.5,0.0006482601165771484
50_r110_cap.json,best,0.1,42,120.0,274.86,290.86,0.012045145034790039,1,17,337.0,461.4,0.00075531005859375
50_r110_cap.json,best,0.5,42,120.0,90.30000000000001,192.5,0.07784581184387207,5,19,402.0,419.0,0.0007236003875732422
50_r110_cap.json,best,1.0,42,120.0,-140.39999999999998,-17.0,0.06310009956359863,5,19,402.0,419.0,0.0007266998291015625
50_r110_cap.json,first,0.01,42,120.0,316.386,332.386,0.005829811096191406,1,17,337.0,461.4,0.0006532669067382812
50_r110_cap.json,first,0.1,42,120.0,274.86,290.86,0.005723714828491211,1,17,337.0,461.4,0.0004987716674804688
50_r110_cap.json,first,0.5,42,120.0,90.30000000000001,149.95000000000002,0.021641254425048828,4,18,365.0,430.09999999999997,0.0004975795745849609
50_r110_cap.json,first,1.0,42,120.0,-140.39999999999998,-65.09999999999997,0.022176742553710938,4,18,365.0,430.09999999999997,0.0006704330444335938
50_r111_cap.json,best,0.01,42,120.0,271.128,271.128,0.0,0,14,275.0,387.2,0.0009098052978515625
50_r111_cap.json,best,0.1,42,120.0,236.28,236.28,0.0,0,14,275.0,387.2,0.0006601810455322266
50_r111_cap.json,best,0.5,42,120.0,81.4,81.4,0.0,0,14,275.0,387.2,0.0005981922149658203
50_r111_cap.json,best,1.0,42,120.0,-112.19999999999999,-112.19999999999999,0.0,0,14,275.0,387.2,0.0006103515625
50_r111_cap.json,first,0.01,42,120.0,271.128,271.128,0.0,0,14,275.0,387.2,0.0006122589111328125
50_r111_cap.json,first,0.1,42,120.0,236.28,236.28,0.0,0,14,275.0,387.2,0.0007224082946777344
50_r111_cap.json,first,0.5,42,120.0,81.4,81.4,0.0,0,14,275.0,387.2,0.0006017684936523438
50_r111_cap.json,first,1.0,42,120.0,-112.19999999999999,-112.19999999999999,0.0,0,14,275.0,387.2,0.0008258819580078125
50_r112_cap.json,best,0.01,42,120.0,275.221,637.154,0.27670812606811523,16,24,640.0,284.59999999999997,0.0006613731384277344
50_r112_cap.json,best,0.1,42,120.0,250.21,575.52,0.24895381927490234,15,23,604.0,284.79999999999995,0.0007205009460449219
50_r112_cap.json,best,0.5,42,120.0,139.05,518.2,0.2548527717590332,15,24,632.0,227.6,0.0006623268127441406
50_r112_cap.json,best,1.0,42,120.0,0.10000000000002274,485.4,0.3562047481536865,18,27,713.0,227.6,0.0006701946258544922
50_r112_cap.json,first,0.01,42,120.0,275.221,437.545,0.046270132064819336,14,19,441.0,345.5,0.0008282661437988281
