initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time,path,strategy,alpha,seed,op_set,shuffle,k_mod
214.05,337.15,0.12852239608764648,9,30,640.0,605.7,1762534717.421819,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,best,0.5,987,"('insert', 'relocate', 'swap')",True,3
178.89999999999998,178.89999999999998,0.0,0,18,430.0,502.20000000000005,1762534717.5736115,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,best,0.5,987,"('swap',)",True,1
214.05,247.04999999999995,0.007925033569335938,3,24,550.0,605.9000000000001,1762534717.5781858,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,best,0.5,987,"('swap',)",True,3
379.78,473.39,0.06117868423461914,8,24,530.0,566.0999999999999,1762534717.5914445,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate', 'swap', '2opt')",True,1
482.81,585.85,0.06321215629577637,11,31,650.0,641.5,1762534717.6712024,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate', 'swap', '2opt')",True,3
379.78,473.39,0.048837900161743164,8,24,530.0,566.0999999999999,1762534717.7615173,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate', '2opt')",True,1
482.81,572.47,0.07634997367858887,10,29,640.0,675.3,1762534717.8274996,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate', '2opt')",True,3
379.78,487.18,0.05623054504394531,10,24,540.0,528.2,1762534717.926599,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate')",True,1
482.81,578.84,0.1008150577545166,12,30,640.0,611.6,1762534717.999746,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('insert', 'relocate')",True,3
379.78,379.78,0.0,0,18,430.0,502.20000000000005,1762534718.120637,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('2opt',)",True,1
482.81,482.81,0.0,0,24,550.0,671.9,1762534718.1233842,C:\Users\nicol\Documents\Master AI in business and industry\Combinatorial optimization\benchmarks_cap_json\50_c101_cap.json,first,0.1,42,"('2opt',)",True,3
