initial_obj,final_obj,total_time,iterations,customers_served,final_profit,final_distance,construction_time,T_start,alpha_cooling,max_iter_per_temp,path,alpha,seed,op_set,k_mod,t_start,alpha_cool,iter_temp
525.78,598.16,3.24605131149292,2819,33,670.0,718.4,0.0005285739898681641,50.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,200
525.78,600.16,6.473984479904175,5339,33,670.0,698.4,0.0005445480346679688,50.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,400
525.78,604.96,16.8166286945343,13465,33,670.0,650.4,0.0005373954772949219,50.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,200
525.78,604.96,33.05613470077515,26585,33,670.0,650.4,0.0005326271057128906,50.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,400
525.78,592.63,0.814932107925415,749,33,670.0,760.4,0.0005745887756347656,100.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,200
525.78,600.0,1.611518383026123,1515,33,670.0,700.0,0.0005817413330078125,100.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,400
525.78,591.27,1.7399470806121826,1753,33,670.0,748.6999999999999,0.0005500316619873047,100.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,200
525.78,631.28,3.468073606491089,2824,33,700.0,687.2,0.0005383491516113281,100.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,400
525.78,626.92,3.5882840156555176,3056,33,700.0,730.8,0.0010225772857666016,100.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,200
525.78,628.46,7.179365873336792,4887,33,700.0,715.4,0.0005600452423095703,100.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,400
525.78,627.4,17.938942432403564,15586,33,700.0,699.0,0.0005507469177246094,100.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,200
525.78,626.0,36.13782358169556,26838,33,700.0,722.4,0.0005435943603515625,100.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_c107_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,400
381.9,783.5,0.7950854301452637,1022,47,860.0,765.0,0.0013837814331054688,20.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,200
381.9,783.5,1.5714318752288818,1924,47,860.0,765.0,0.0015108585357666016,20.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,400
381.9,783.5,1.664372205734253,2010,47,860.0,765.0,0.0014789104461669922,20.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,200
381.9,745.27,3.274911642074585,4240,45,822.0,767.3,0.0014438629150390625,20.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,400
381.9,745.27,3.347466468811035,4325,45,822.0,767.3,0.0014510154724121094,20.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,200
381.9,753.18,6.486671686172485,11578,44,831.0,778.2,0.001383066177368164,20.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,400
381.9,753.18,16.438368797302246,30049,44,831.0,778.2,0.0014414787292480469,20.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.99,200
381.9,753.18,32.970725774765015,60461,44,831.0,778.2,0.001447916030883789,20.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.99,400
381.9,734.07,0.8460016250610352,1161,44,810.0,759.3,0.0014317035675048828,50.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.8,200
381.9,756.69,1.7077627182006836,2232,45,834.0,773.1,0.00142669677734375,50.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.8,400
381.9,756.69,1.806894063949585,2321,45,834.0,773.1,0.0014290809631347656,50.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.9,200
381.9,753.18,3.550351142883301,6175,44,831.0,778.2,0.0015523433685302734,50.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.9,400
381.9,753.18,3.631294012069702,6372,44,831.0,778.2,0.0015368461608886719,50.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,200
381.9,753.18,7.308026313781738,13034,44,831.0,778.2,0.0014450550079345703,50.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,400
381.9,753.18,18.312745571136475,33836,44,831.0,778.2,0.0014429092407226562,50.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,200
381.9,753.18,36.57947611808777,67796,44,831.0,778.2,0.0015716552734375,50.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,400
381.9,734.07,0.9050376415252686,1222,44,810.0,759.3,0.0013551712036132812,100.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,200
381.9,790.28,1.8605144023895264,2644,46,866.0,757.2,0.0015130043029785156,100.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,400
381.9,791.42,1.9488465785980225,2490,47,867.0,755.8,0.0015990734100341797,100.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,200
381.9,753.18,3.8450675010681152,6757,44,831.0,778.2,0.001474618911743164,100.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,400
381.9,753.18,3.966477632522583,6921,44,831.0,778.2,0.0014281272888183594,100.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,200
381.9,785.57,7.96740198135376,11016,46,862.0,764.3,0.0014088153839111328,100.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,400
381.9,785.57,20.632094144821167,27793,46,862.0,764.3,0.0014274120330810547,100.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,200
381.9,785.57,40.76331949234009,55543,46,862.0,764.3,0.0013794898986816406,100.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/r105_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,400
412.93,836.05,0.7833817005157471,1038,47,922.0,859.5,0.0014574527740478516,20.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,200
412.93,839.14,1.5615813732147217,2198,48,923.0,838.6,0.0014181137084960938,20.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,400
412.93,855.09,1.5830233097076416,2273,48,937.0,819.1,0.0014300346374511719,20.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,200
412.93,866.85,3.236638069152832,3885,48,951.0,841.4,0.0014841556549072266,20.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,400
412.93,862.81,3.2538444995880127,4067,48,943.0,801.9,0.0014772415161132812,20.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,200
412.93,853.1800000000001,6.490376234054565,8216,48,932.0,788.1999999999999,0.0014247894287109375,20.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,400
412.93,861.54,16.667518615722656,18594,48,943.0,814.6,0.001539468765258789,20.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.99,200
412.93,872.9,33.093337297439575,46207,48,952.0,783.9,0.0013883113861083984,20.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.99,400
412.93,858.0799999999999,0.8346381187438965,1422,47,937.0,789.2,0.0015079975128173828,50.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.8,200
412.93,838.77,1.6998364925384521,2814,47,920.0,812.3,0.0014376640319824219,50.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.8,400
412.93,837.5699999999999,1.7456669807434082,2919,47,920.0,824.3,0.001596212387084961,50.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.9,200
412.93,844.93,3.4997780323028564,4900,46,926.0,810.7,0.0013895034790039062,50.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.9,400
412.93,844.79,3.626457929611206,4864,46,926.0,812.1,0.001491546630859375,50.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,200
412.93,844.38,7.109939813613892,10652,46,926.0,816.2,0.0013649463653564453,50.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,400
412.93,844.94,18.181447744369507,24793,46,926.0,809.8000000000001,0.0015192031860351562,50.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,200
412.93,845.68,36.79067850112915,47494,46,926.0,803.2,0.0013744831085205078,50.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,400
412.93,854.29,0.9249732494354248,1470,47,937.0,827.1,0.0015265941619873047,100.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,200
412.93,845.68,1.8273224830627441,2652,46,926.0,803.2,0.0014328956604003906,100.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,400
412.93,845.04,1.9218392372131348,2865,46,926.0,809.6,0.0018200874328613281,100.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,200
412.93,844.93,3.809279441833496,5429,46,926.0,810.7,0.001413583755493164,100.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,400
412.93,844.74,3.8473782539367676,5365,46,926.0,811.8000000000001,0.0014414787292480469,100.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,200
412.93,844.94,7.769867658615112,10822,46,926.0,810.6,0.0014617443084716797,100.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,400
412.93,845.56,19.956395387649536,27307,46,926.0,803.2,0.0015430450439453125,100.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,200
412.93,844.79,39.57094883918762,55534,46,926.0,810.7,0.0015115737915039062,100.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/rc103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,400
427.02,489.22,0.616447925567627,1053,29,553.0,637.8,0.0005040168762207031,20.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,200
427.02,500.07,1.22556734085083,2356,29,567.0,669.3,0.0005002021789550781,20.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,400
427.02,500.07,1.2496347427368164,2513,29,567.0,667.7,0.0004944801330566406,20.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,200
427.02,492.46,2.5144386291503906,4811,29,562.0,695.4,0.0005004405975341797,20.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,400
427.02,493.46,2.577077865600586,4700,29,563.0,692.0,0.0005204677581787109,20.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,200
427.02,492.84,5.1711976528167725,10010,29,562.0,691.6,0.0005552768707275391,20.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,400
427.02,492.46,13.315614223480225,21218,29,562.0,691.0,0.0005021095275878906,20.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.99,200
427.02,492.46,26.509881496429443,49895,29,562.0,691.0,0.0005283355712890625,20.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.99,400
427.02,493.46,0.6932168006896973,1244,29,563.0,695.4,0.0005242824554443359,50.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.8,200
427.02,489.01,1.3899998664855957,2757,29,553.0,639.9,0.0005588531494140625,50.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.8,400
427.02,489.01,1.4357805252075195,2911,29,553.0,637.8,0.0005950927734375,50.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.9,200
427.02,492.34000000000003,2.9170541763305664,5150,29,563.0,706.5999999999999,0.0005066394805908203,50.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.9,400
427.02,491.11,3.029700994491577,4945,29,563.0,706.5999999999999,0.0005285739898681641,50.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,200
427.02,481.72,5.946606397628784,9348,29,553.0,712.8,0.0005702972412109375,50.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.95,400
427.02,478.95,15.229521989822388,26334,29,553.0,730.1999999999999,0.0005555152893066406,50.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,200
427.02,479.23,30.452616214752197,49884,29,553.0,730.1999999999999,0.0005512237548828125,50.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,50.0,0.99,400
427.02,511.51,0.7423045635223389,1336,29,580.0,684.9,0.0005087852478027344,100.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,200
427.02,511.04,1.5823602676391602,3134,29,580.0,688.5999999999999,0.0005543231964111328,100.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.8,400
427.02,511.51,1.6201367378234863,2845,29,580.0,684.9,0.0005586147308349609,100.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,200
427.02,511.14,3.4926187992095947,5500,29,580.0,680.5,0.0005593299865722656,100.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.9,400
427.02,511.89,3.4713239669799805,6174,29,580.0,681.1,0.0010237693786621094,100.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,200
427.02,492.28999999999996,6.805987596511841,12527,29,562.0,692.6,0.0005087852478027344,100.0,0.95,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.95,400
427.02,492.62,17.567923069000244,27506,29,562.0,691.7,0.0005128383636474609,100.0,0.99,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,200
427.02,492.5,35.63234996795654,62581,29,562.0,691.7,0.0005283355712890625,100.0,0.99,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/50_r110_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,100.0,0.99,400
818.56,1149.42,0.7416245937347412,1286,57,1270.0,1205.8000000000002,0.0017728805541992188,20.0,0.8,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/c103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,200
818.56,1193.15,1.4788942337036133,2930,58,1320.0,1268.5,0.0017669200897216797,20.0,0.8,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/c103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.8,400
818.56,1185.07,1.556204080581665,2583,57,1310.0,1249.1999999999998,0.0017957687377929688,20.0,0.9,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/c103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,200
818.56,1187.62,3.2813148498535156,5714,58,1310.0,1223.7,0.0018572807312011719,20.0,0.9,400,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/c103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.9,400
818.56,1178.93,3.2698464393615723,5022,58,1310.0,1310.7,0.0019683837890625,20.0,0.95,200,/home/thijs-alens/Documents/manama/applied-AI_academic-perspectives/combinatorial-optimization/project/src/benchmarks_cap_json/c103_cap.json,0.1,42,"('insert', 'relocate', 'swap', '2opt')",3,20.0,0.95,200
